id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
1458,Mike Huckabee,0.4277,yes,0.654,Neutral,0.3296,Abortion,0.4277,,Ash_Pask,,53,,,RT @Refinery29: Mike Huckabee thinks fetuses have more rights than pregnant women: http://t.co/aIMFf13KTM #GOPDebate http://t.co/2nFKmpCPu9,,2015-08-07 09:41:15 -0700,629693797161680896,NYC,Eastern Time (US & Canada)
1459,No candidate mentioned,0.4444,yes,0.6667,Positive,0.6667,None of the above,0.2222,,chpnjoe,,0,,,"Carly Fiorina is really impressive, I hope she can get more press and gain some steam. #GOPDebate",,2015-08-07 09:41:14 -0700,629693793063862272,,
1460,No candidate mentioned,1.0,yes,1.0,Neutral,0.6703,None of the above,0.6703,,nickgillespie,,1,,,"RT @TheAbridgedZach: The 3 Most and Least Libertarian Moments from Last Night's #GOPDebate. (Spoiler: ""Most"" was slim pickin'): https://t.c…",,2015-08-07 09:41:13 -0700,629693790220120065,"DC/Oxford, OH",Eastern Time (US & Canada)
1461,Donald Trump,0.6475,yes,1.0,Neutral,0.6475,FOX News or Moderators,1.0,,kaceykaceykc,,135,,,RT @MolonLabe1776us: How much did Hillary/ CNN/ and MSNBC pay you to moderate tonight? @megynkelly #GOPDebate @realDonaldTrump #TCOT http:/…,,2015-08-07 09:41:11 -0700,629693783496630272,"Florida, USA",Indiana (East)
1462,No candidate mentioned,1.0,yes,1.0,Positive,0.3361,None of the above,1.0,,Baaslish,,0,,,Why did I have to be at a campground on the day of the first #GOPDebate?,,2015-08-07 09:41:11 -0700,629693781101670400,,Eastern Time (US & Canada)
1463,No candidate mentioned,0.4307,yes,0.6562,Negative,0.6562,None of the above,0.4307,,michellerichmon,,0,,,"Use ""fewer"" when you can count it, ""less"" when you can't. Freshman Comp 1. Just saying… #GOPDebate #WhenPoliticiansSpeak",,2015-08-07 09:41:10 -0700,629693780157857793,http://bookdoctor.org,Pacific Time (US & Canada)
1464,Donald Trump,0.4545,yes,0.6742,Negative,0.6742,FOX News or Moderators,0.2348,,SkyNebulaWmn,,0,,,Only person @realDonaldTrump had a problem with is @megynkelly -Trump has issues with women He doesn't respect women #GOPDebate #msnbc #cnn,,2015-08-07 09:41:09 -0700,629693773375778816,Michigan,Quito
1465,Donald Trump,1.0,yes,1.0,Negative,0.6629999999999999,FOX News or Moderators,1.0,,theyshootactors,,1,,,"RT @MrIanMacIntyre: On the FB post of last night's #GOPdebate, all the comments seem to be attacking Fox News for ""attacking Trump"". 😀😀😀 ht…",,2015-08-07 09:41:08 -0700,629693771626713088,toronto,Quito
1466,Marco Rubio,1.0,yes,1.0,Negative,0.6531,Jobs and Economy,1.0,,MisteProgram,,0,,,"#gopdebate Marco Rubio was asked after the debate, Q: how would you create jobs? A: Tax cuts 4 rich &amp; modify social security &amp; Medicare. : /",,2015-08-07 09:41:08 -0700,629693770238435328,,Eastern Time (US & Canada)
1467,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Women's Issues (not abortion though),1.0,,lglmoss,,202,,,"RT @CecileRichards: Hope &amp; the American Dream: For women, this means building the future they choose. The #GOPDebate was all about taking a…",,2015-08-07 09:41:08 -0700,629693769177243648,"VA, USA",Eastern Time (US & Canada)
1468,Donald Trump,0.4495,yes,0.6705,Negative,0.6705,Women's Issues (not abortion though),0.2362,,Bearyonce,,337,,,"RT @aurabogado: Half an hour into it, Donald Trump has made it clear he hates: women, immigrants, reporters, and leaders. #GOPDebate",,2015-08-07 09:41:08 -0700,629693767709274112,Arizona ☀,Arizona
1469,Donald Trump,0.6703,yes,1.0,Positive,0.6813,None of the above,1.0,,greenspaceguy,,0,,,@joshtpm #GOPDebate Mission Statement: Tell more people that U love them U never know how much they might need it -C Brogan,,2015-08-07 09:41:05 -0700,629693759089954816,Michigan,Central Time (US & Canada)
1470,No candidate mentioned,0.4253,yes,0.6522,Negative,0.3587,FOX News or Moderators,0.2339,,BigBadHarv,,8,,,"RT @ChristiAnne67: #GOPDebate fact check http://t.co/o3Q8r8dxN4 the lies, misinformation, &amp; spin.

#UniteBlue 
Enough gop hypocrisy! http:/…",,2015-08-07 09:41:05 -0700,629693758305492993,"La Verne, CA",Pacific Time (US & Canada)
1471,No candidate mentioned,0.4355,yes,0.6599,Neutral,0.3514,None of the above,0.4355,,steventeaster,,2,,,RT @CBSLAElsa: One of our producers spied me in the newsroom indulging in tonight's #GOPDebate. He said I was his #newsnerd 👓 http://t.co/r…,,2015-08-07 09:41:04 -0700,629693751334584320,"LOS ANGELES,CA",Pacific Time (US & Canada)
1472,Rand Paul,1.0,yes,1.0,Neutral,0.6667,None of the above,1.0,,Moonspinner55,,12,,,"RT @JMPoff: #RandPaul and the Church Lady are literally THE SAME PERSON

#GOPDebate

😏😏😏😏😏 http://t.co/YkdaIWpHrO",,2015-08-07 09:41:03 -0700,629693749262548992,"Las Vegas, Nevada",Pacific Time (US & Canada)
1473,No candidate mentioned,1.0,yes,1.0,Positive,0.6574,None of the above,1.0,,heycori,,0,,,"Boffo early ratings for #GOPDebate: 16% of US households tuned in, 2x the old record. More: http://t.co/FEFIOelxnL http://t.co/4AQNYhWC64",,2015-08-07 09:41:03 -0700,629693747928829952,Indianapolis,Eastern Time (US & Canada)
1474,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,RunAmokAmok,,3,,,"RT @BailofRights: I'm officially calling pro-choicers ""science deniers."" #prolife #GOPDebate",,2015-08-07 09:41:00 -0700,629693735677394944,North Carolina,Eastern Time (US & Canada)
1475,No candidate mentioned,1.0,yes,1.0,Negative,0.6703,None of the above,1.0,,LisaBloom,,19,,,Not a single question in last night's #GOPDebate about the most urgent issue of our time: climate change.,,2015-08-07 09:40:59 -0700,629693733961740289,Los Angeles,Pacific Time (US & Canada)
1476,Chris Christie,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,RobboLaw,,28,,,RT @Rebeksy: .@ChrisChristie have you USED the families of the 9/11 victims enough times for your own benefit? #ComeOn #tcot #GOPdebate #Fo…,,2015-08-07 09:40:58 -0700,629693729822113792,"Istanbul, Turkey",Athens
1477,No candidate mentioned,1.0,yes,1.0,Positive,0.6845,Foreign Policy,0.3493,,ThatConservativ,,4,,,"RT @sarafeed: Don’t care who your candidate is or what party you vote for, this answer from @CarlyFiorina is on point:
https://t.co/DH4iFzb…",,2015-08-07 09:40:58 -0700,629693729612279808,"Florida, USA",
1478,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,0.6522,,TSFearadaigh,,14,,,RT @renomarky: #GOPDebate questions biggest problem was they were filled with  OPINION! Last night was not suppose to be about #MegynKelly …,,2015-08-07 09:40:58 -0700,629693728379248640,USA,
1479,No candidate mentioned,1.0,yes,1.0,Negative,0.6739,FOX News or Moderators,1.0,,KeepItRealist,,0,,,Do you really think it's a coincidence that so many Fox News employees are defending Megyn Kelly right now? Orders. #tcot #GOPDebate,,2015-08-07 09:40:57 -0700,629693724767952896,"Morgantown, WV",Atlantic Time (Canada)
1480,Mike Huckabee,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,TheDonkeyHotey,,176,,,RT @JessicaValenti: Huckabee: Two drinks shy of a hate crime #GOPDebate,,2015-08-07 09:40:56 -0700,629693720842117120,,Eastern Time (US & Canada)
1481,No candidate mentioned,1.0,yes,1.0,Negative,0.6629999999999999,None of the above,1.0,,Ritmoyclase2,,155,,,RT @MattyIceAZ: Somewhere Hillary is laughing. #GOPDebate,,2015-08-07 09:40:55 -0700,629693717201461248,,
1482,Rand Paul,1.0,yes,1.0,Negative,0.6667,Foreign Policy,0.6667,,CarswellWilliam,,0,,,"@randpaul says he won't be ""bought and sold,"" but he will surrender to terrorists. #GOPDebate #tcot #paulforterror",,2015-08-07 09:40:55 -0700,629693715771211776,USA,
1483,Donald Trump,0.4317,yes,0.657,Negative,0.657,Women's Issues (not abortion though),0.2281,,BakerProperties,,3,,,"RT @TrumpIssues: This prick can call the death of #KateSteinle a ""little thing,"" but Trump can't call someone a dog. #GOPDebate #PC https:/…",,2015-08-07 09:40:54 -0700,629693711530725376,New Hampshire,Eastern Time (US & Canada)
1484,No candidate mentioned,1.0,yes,1.0,Negative,0.6667,Immigration,1.0,,EusebiaAq,,0,,,@jdelreal Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,,2015-08-07 09:40:53 -0700,629693706975580160,America,Eastern Time (US & Canada)
1485,Donald Trump,1.0,yes,1.0,Negative,0.6818,None of the above,1.0,,kimmikelly_,,0,,,Preview of Donald Trump tonight at the #GOPDebate (Vine by @CaseyBake16) https://t.co/CRAEVHInKb,,2015-08-07 09:40:53 -0700,629693704811507713,capitalist hell,Eastern Time (US & Canada)
1486,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,LBY3,,17,,,RT @SarahBatcha: Did you watch tonight's #GOPDebate? Here's what it looked like through the eyes of Twitter: http://t.co/ubW2aOImxh http://…,,2015-08-07 09:40:52 -0700,629693702605115393,Between Disneyland and Vegas,Pacific Time (US & Canada)
1487,No candidate mentioned,0.2373,yes,0.6889,Neutral,0.3444,None of the above,0.4746,,TheAbridgedZach,,1,,,"The 3 Most and Least Libertarian Moments from Last Night's #GOPDebate. (Spoiler: ""Most"" was slim pickin'): https://t.co/2brzKNmloJ",,2015-08-07 09:40:52 -0700,629693700730322944,Los Angeles,Pacific Time (US & Canada)
1488,No candidate mentioned,1.0,yes,1.0,Negative,0.7079,None of the above,1.0,,Tdeck14,,391,,,RT @justin_fenton: I'm expecting this guy to walk out any moment #GOPDebate http://t.co/LgL8l8LMgt,,2015-08-07 09:40:51 -0700,629693697827958784,"Baltimore, Md",Eastern Time (US & Canada)
1489,No candidate mentioned,1.0,yes,1.0,Negative,0.6703,None of the above,1.0,,un_boeing,,0,,,http://t.co/u7jxx1awyq via @youtube Very accurate and very much the root of our problems. And the #GOPDebate showed us just that. #Serfdom,,2015-08-07 09:40:50 -0700,629693692601720832,,
1490,Donald Trump,0.4247,yes,0.6517,Negative,0.6517,None of the above,0.4247,,Sleevetalkshow,,0,,,"@Krauthammer: ""The real story is the collapse of (@realDonaldTrump) in this (#GOPDebate)."" http://t.co/Csm0a7ddpz",,2015-08-07 09:40:50 -0700,629693692488585216,Anywhere & Everywhere!,Eastern Time (US & Canada)
1491,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,VikkyRozay,,0,,,#GOPDebate all the candidates be like ' i did this that etc etc',,2015-08-07 09:40:49 -0700,629693689275637760,Wall St BBM 762740CF,Hawaii
1492,,0.2289,yes,0.6452,Negative,0.6452,None of the above,0.4162,,AdventGamer210,,427,,,RT @Bipartisanism: Republicans watching the #GOPDebate be like: http://t.co/gJY4Kx4Tyj,,2015-08-07 09:40:48 -0700,629693685370744832,"Saskatoon, Saskatchewan",Mountain Time (US & Canada)
1493,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Racial issues,1.0,,jessica_genova,,391,,,RT @samswey: Police violence has been a major issue this past year in America. They intentionally ignored black lives this #GOPDebate and w…,,2015-08-07 09:40:48 -0700,629693684016119808,,
1494,No candidate mentioned,1.0,yes,1.0,Negative,0.6679999999999999,Jobs and Economy,0.7005,,Ritmoyclase2,,269,,,RT @Politics_PR: Our defense budget #GOPdebate http://t.co/V5rtVJrBq1,,2015-08-07 09:40:44 -0700,629693669260533761,,
1495,No candidate mentioned,1.0,yes,1.0,Negative,0.6631,FOX News or Moderators,1.0,,fc7822,,0,,,"Nothing wrong with tough Q's if applied to all candidates, something not done by @FoxNews @megynkelly @BretBaier #ChrisWallace #GOPDebate",,2015-08-07 09:40:43 -0700,629693666768990208,"Riverside, CA - USA",Pacific Time (US & Canada)
1496,No candidate mentioned,0.3948,yes,0.6284,Positive,0.3153,None of the above,0.3948,,moneyries,,2,,,The second most-retweeted presidential candidate Tweet of the #GOPDebate https://t.co/rybdNPfypW,,2015-08-07 09:40:43 -0700,629693664990765056,"Brooklyn, NY",Eastern Time (US & Canada)
1497,Rand Paul,1.0,yes,1.0,Neutral,1.0,Foreign Policy,1.0,,rcChurchill,,28,,,RT @BenSwann_: GOP Debate: @RandPaul Notes U.S. Involvement In Arming #ISIS http://t.co/jzDPNtWB1E #standwithrand #gopdebate,,2015-08-07 09:40:42 -0700,629693661517901824,,Quito
1498,No candidate mentioned,1.0,yes,1.0,Neutral,0.6591,None of the above,1.0,,ArcaneSkin,,0,,,when #GOPDebate reached the extreme peak! https://t.co/4B6REn7Jd7,,2015-08-07 09:40:42 -0700,629693660762894337,,Eastern Time (US & Canada)
1499,No candidate mentioned,0.3951,yes,0.6285,Negative,0.6285,,0.2335,,whatalicesaw,,231,,,RT @BougieBlackGurl: How are y'all going to use the 5th &amp; 14th amendments to defend fetuses when y'all refuse to use it to defend living Bl…,,2015-08-07 09:40:41 -0700,629693658254606336,"Atlanta, Ga",Eastern Time (US & Canada)
1500,Donald Trump,1.0,yes,1.0,Negative,0.6739,None of the above,1.0,,SeaBassThePhish,,0,,,Like honestly why does any one on that stage validate trump by talking about him or to him #GOPDebate,,2015-08-07 09:40:40 -0700,629693653297008641,,Eastern Time (US & Canada)
1501,No candidate mentioned,1.0,yes,1.0,Negative,0.6774,FOX News or Moderators,1.0,,pronuws,,57,,,"RT @cliffschecter: Every time I see FoxNews focus group, I think, maybe dinosaurs deserve another chance #GOPDebate",,2015-08-07 09:40:40 -0700,629693652617576452,New York City,
1502,Jeb Bush,1.0,yes,1.0,Positive,0.6829,None of the above,1.0,,MichaelCraig96,,0,,,I'd say Bush and Kasich came out of last nights debate quite well. They seem more moderate compared to others? #GOPDebate,,2015-08-07 09:40:40 -0700,629693651938082816,"Dundee, Scotland",Edinburgh
1503,Mike Huckabee,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,TheTellurian,,0,,,"Disappointed in my result, but certain I did better than @GovMikeHuckabee  http://t.co/IHN6yAaEet  #GOPDebate http://t.co/t1k4z0VuDr",,2015-08-07 09:40:38 -0700,629693645310930944,Milky Way,Central Time (US & Canada)
1504,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,EscapeVelo,,2,,,RT @BiasedGirl: This douchebag doesn't know how to talk to decent people. Bill Clinton get Your Boy on a Leash #DumpTrump #GOPDebate https:…,,2015-08-07 09:40:37 -0700,629693640932114432,Twitter,
1505,No candidate mentioned,0.4203,yes,0.6483,Negative,0.3405,None of the above,0.4203,,FiredUp247,,1,,,It's fitting that today is #InternationalBeerDay after how the #GOPDebate went last night,,2015-08-07 09:40:37 -0700,629693639644549120,,Central Time (US & Canada)
1506,No candidate mentioned,1.0,yes,1.0,Negative,0.6841,None of the above,1.0,,samanthafranck1,,3,,,"RT @MissAmericaMN: ""Defeating teachers?"" We are better than this. My dream is to see educators &amp; doctors honored &amp; respected more than spor…",,2015-08-07 09:40:36 -0700,629693633533472768,,
1507,No candidate mentioned,1.0,yes,1.0,Negative,0.6453,FOX News or Moderators,1.0,,aamaro79,,11,,,RT @GrnEyedMandy: Fox's lady viewers are pissed at Megyn Kelly. Doesn't Megyn know that a good RW woman takes men's sexism with a smile &amp; s…,,2015-08-07 09:40:35 -0700,629693631306182656,"Tucson, AZ",Pacific Time (US & Canada)
1508,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,kelseyjf,,0,,,Most retweeted for #GOPDebate #wakeupeveryone https://t.co/R4JUZdFQ52,,2015-08-07 09:40:34 -0700,629693627485261824,"New York, NY",Pacific Time (US & Canada)
1509,Scott Walker,1.0,yes,1.0,Neutral,1.0,Immigration,0.6699,,arrowsmithwoman,,5,,,RT @ChronicleMike: Walker on why changed postn on immig: Need to secure border. Met with TxGovAbbott. Know more #GOPdebate #txlege #txpolit…,,2015-08-07 09:40:34 -0700,629693627309002752,Florida,Eastern Time (US & Canada)
1510,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Gun Control,1.0,,ahalltoo,,17,,,RT @shannonrwatts: The #NRA gives millions to lawmakers - their annual budget is $350M. We must prevent them from making U.S. gun laws. #GO…,,2015-08-07 09:40:34 -0700,629693626990333952,USA,Central Time (US & Canada)
1511,No candidate mentioned,1.0,yes,1.0,Negative,0.7139,None of the above,1.0,,DickScuttlebutt,,0,,,"#GOPDebate @DuffelBlog @TYFYS84 Okay, I just woke up.  When does the debate start?  Guys?",,2015-08-07 09:40:34 -0700,629693626763718656,"Vancouver, British Columbia",
1512,John Kasich,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,DobryJoe,,1,,,"RT @FreedomJames7: Montel Williams Just Endorsed John Kasich For President.
#GOPDebate http://t.co/eZ9yL3UXXs",,2015-08-07 09:40:34 -0700,629693625308422144,,
1513,No candidate mentioned,1.0,yes,1.0,Neutral,0.653,None of the above,1.0,,Makxxy,,158,,,RT @kvxrdashian: when you leave the Republican Party and become a Democrat. #GOPDebate http://t.co/XrmlHwo1NV,,2015-08-07 09:40:34 -0700,629693625178439680,,Quito
1514,Ted Cruz,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,KayakSandy,,78,,,RT @ChuckNellis: When @TedCruz talks we are such similar souls; this is the 1980 election all over &amp; a REAL Conservative is the ANSWER! #GO…,,2015-08-07 09:40:31 -0700,629693616462499840,In the Wilderness,Arizona
1515,Ben Carson,1.0,yes,1.0,Negative,0.6145,None of the above,1.0,,manlycatholics,,1,,,RT @DaTechGuyblog: Advice to #GOP candidates in order of how I think they finished 3rd place Ben Carson you'rve been noticed flesh it out  …,,2015-08-07 09:40:30 -0700,629693611861516288,Memphis,
1516,Donald Trump,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,steveatmguy,,0,,,I love hearing all the #Trump Chumps whining about the #GOPDebate moderators. Maybe they should worry more about his lack of cogent ideas.,,2015-08-07 09:40:29 -0700,629693605616177153,Stuck in the 70's,Eastern Time (US & Canada)
1517,No candidate mentioned,1.0,yes,1.0,Positive,1.0,FOX News or Moderators,1.0,,ArthurCSchaper,,0,,,Why is everyone giving @megynkelly a hard time on #GOPDebate? She did a great job asking tough questions. We need that now more thanever!,,2015-08-07 09:40:29 -0700,629693604160671744,"Torrance, CA",Pacific Time (US & Canada)
1518,No candidate mentioned,1.0,yes,1.0,Negative,0.6867,None of the above,1.0,,Telemaven,,4,,,RT @EllenRSullivan: This should be the last time @CarlyFiorina is referred to as a bottom tier candidate along with @BobbyJindal #Carly2016…,,2015-08-07 09:40:28 -0700,629693602881499137,Northern Virginia,
1519,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,notcharchar,,0,,,"When a candidate comes out and says the winner of the #GOPDebate was a member of the other party, that's not good. It just happened.",,2015-08-07 09:40:27 -0700,629693599412801536,"Atlanta, GA",Central Time (US & Canada)
1520,Donald Trump,1.0,yes,1.0,Negative,0.6705,Immigration,0.7045,,dmichaelpage,,349,,,"RT @pattonoswalt: Immigration. Save Trump for the end. No one can follow GG Allin shitting onto the stage, guys. #GOPDebate",,2015-08-07 09:40:27 -0700,629693599136002048,,Eastern Time (US & Canada)
